job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|profile_link
0|1465|Seeking an experienced music composer for a video game|Looking for an experienced music composer, who can help me produce BGM for my Go/WeiQi video game.  Attached some game screenshots (will send you the demo version of the game if needed), I prefer Zen-style, minimalistic and relaxing music, and I'm open to other types of music as long as it is suitable for the game.||More than 30 hrs/week|3 to 6 months||Music Production,Music Composition,Sound Mixing,Music,Music Arrangement,Audio Production|$50.00|5.0|United States Bellevue|5.00|https://www.upwork.com/jobs/~016629bd98488146dc
0|1465|Music mobile game - Runner style|I need for a mobile game 1x Main Theme music 5x Levels music 40x UI SFX (loading, buttons, in game objects interactions,...)  -> Selection of freelancer based on trial of the Main Theme : Best composer will be awarded the job Trial budget = 20$||||Intermediate|Music Production|$100.00||Switzerland Nyon|5.00|https://www.upwork.com/jobs/~0123e5444ef1608168
0|1465|Create perfect backingtrack without vocals in CUBASE from these 3 MP3 songs.|I have these following MP3 songs. (See attachment) - Young girls and caddillac cars - But where my love - Cause you're not here  I need identical Backing tracks without the vocals. Production needs to be deliverd in CUBASE on a click track with all midi tracks (and mixdowns per channel in audio). Have you done this before? Please show some examples? What instruments do you play? What vst instruments do you use? It's not possible to use the results in your portfolio or to claim rights in any way.||||Intermediate|/Audio Editing Software,cubase|$946.00|5.0|Netherlands Sittard|5.00|https://www.upwork.com/jobs/~01b094c161a8a0041b
0|1465|Need a Music composer for full time basis|We have production house and need a music composer who can compose bg music for our recent horror and action short-film. Need you work like full time basis like per day 8 hours. We are looking for very professional composer.|$30.00|More than 30 hrs/week|1 to 3 months||/Musical Instruments,Bass Guitar,Brass Instrument/Other,Audio Production,Music Arrangement,Music Production,Music,Instrumentation,Audio Editing,Audio Mastering,Audio Post Production,Audio Engineering,Music Composition,Music & Sound Design,Audio Effects|$770.00|5.0|United States Fort Worth|5.00|https://www.upwork.com/jobs/~012ccfdf21bc2e71ae
0|1465|Musician needed to make alarm sound 5 seconds long.|Need a musician to make an alarm sound requirements  4.75 to 5 seconds long preferably 5 seconds. cannot be longer than 5 seconds just make it 4.99 seconds or less to be safe  -2.Must sound nice see apple alarm clock sound  3.must be done quickly so quick turn around time  4. Must be very loud and not have loves of distortion due to loudness||Less than 30 hrs/week|Less than a month|Intermediate|Audio Mastering,Audio Editing,Audio Recording,Avid Pro Tools,Podcast Production,Music Production,Audio Restoration,Sound Mixing|$50.00|5.0|United Kingdom Hastings|5.00|https://www.upwork.com/jobs/~014aa55612879e83d8
0|1465|Lift Voice-only from Audio/song file M4A|MP3 & M4A file of voice-only track (basically removing the instrumentals from the track)  Slice out any long gaps where it is silent because it's only instrumentals.||||||$25.00|5.0|United Kingdom London|5.00|https://www.upwork.com/jobs/~01a8224bd778c0f9bc
0|1465|Music Producer|"We're looking for a cost-effective music producer/composer to create several high-quality music tracks for our Royalty-Free Music stock startup in the process of building their music portafolio.  - Audio files should be cleanly recorded and professionally prepared in the highest quality possible. - Audio files must be wholly the work of the person submitting the music (you). - You must be the copyright-owner or authorized representative of the owner for any audio (including third-party sound effects, loops, samples, etc) you create for us. - We do not accept any content which has been submitted to digital rights management services.  If you are interested, please contact us or apply for this job.  Attention: Please, pay attention to the questions asked when applying. All ""bulk"" applications will be directly discarded."||Less than 30 hrs/week|3 to 6 months|Entry level|Music Production,Audio Production,Audio Engineering,Music,Audio Editing,Audio Mastering,Songwriting,Music Composition,Music & Sound Design,Sound Mixing|$185.00|5.0|Estonia Tallinn|5.00|https://www.upwork.com/jobs/~01234c6f874149fb0f
0|1465|game sound effects|I am looking for a sound expert for a slots game on mobile. i need someone who: 1. Download our apk and play the game through all of it features 2. Suggest sound effects for actions inside the game 3. Create those sound effects|||||Audio Editing,Sound Forge,Music Production,Audio Engineering,Audio Mastering,Audacity,Sound Mixing|$650.00|5.0|Israel Tel Aviv|5.00|https://www.upwork.com/jobs/~01375f8ba58e3997da
0|1465|Jingle / signature sound for branding purposes|We need a signature sound (jingle) for branding purposes of our online casino JackPots. We have prepared a test animation (https://vimeo.com/289732287) with our mascot “JackPots” and the sound should start at around second 20. The sound needs to be produced specifically for our purposes and the rights to freely and exclusively use the sound needs to be transferred to our company upon completion of the job.  We don’t want to give too many instructions beforehand since we like to rely on the creativity of the artist. Obviously, the sound should be somewhat upbeat, and it needs to have a very good recognizability. We plan to use the signature sound in television ads in the future.|$30.00||Less than a month||Jingle Program Production,Sound Mixing,Music Arrangement,Music Production,Audio Production,Audio Mastering,Music Composition|$205.00||Switzerland Baden|5.00|https://www.upwork.com/jobs/~01acf7828d431e053c
0|801|Cashcow youtube video production about luxury arabian horses|"Looking for someone who wants to create and produce a ""cashcow"" style video about luxury arabian horses. He emphasis of the brand is luxury. Type of video's will be like: ""top 10 most expensive horses in the world"", ""this is the most expensive arabian horse in the world"" etc.  I am looking for someone who will manage this project fully meaning taking on the textwriting, voiceover and editing. In addition, photoshopping an attractive thumbnail. The youtube channel, banner and logo are already created."||||Intermediate|Video Production,Video Post-Editing,YouTube Marketing,voiceover,Writing,luxury,cash cow,Video Editing,Audio Editing,Explainer Video,Videography,Audio Production|$50.00||Netherlands Den Haag|5.00|https://www.upwork.com/jobs/~01a9ec6335d4a83b80
0|801|Voiceover for YouTube cash cow channel (Basketball niche)|Looking for voiceover talent to read scripts for my YouTube channel.  Ideal candidate should have the following - EXCITED and PASSIONATE about basketball -Ideally someone with a younger toned voice (20s) -know how to bring a script to life, knows when to use energetic voice and sarcastic voices -Some videos may be more fun and some may be more serious. Needs to have the ability to switch from one to another -ability to meet deadlines -have an energetic personality that translates to the audience when doing voice over||||Entry level|US English Dialect,Voice Acting,Voice-Over,Male|$10.00||United States Lehi|5.00|https://www.upwork.com/jobs/~01f819791804780397
0|801|Hiring SEO Experts|Looking for Experts in the YOUTUBE SEO if this is you send me a message||Less than 30 hrs/week|Less than a month||Search Engine Optimization|$110.00||Puerto Rico Guaynabo|5.00|https://www.upwork.com/jobs/~019b527c269a7bc0de
0|801|Video editor for geography youtube video creation|We are looking for a video editor with experience in geography youtube videos for cash cow channels.  Bonuses and raises are included over time.  Please add some of your previous work to your application.||||Intermediate|Video Editing,Adobe Premiere Pro,Video Production,Video Post-Editing,Adobe After Effects,Videography,Final Cut Pro X,Explainer Video,Education,Video Commercial|$15.00||Romania Cluj Napoca|5.00|https://www.upwork.com/jobs/~0121d9a0d7f9a99314
0|801|Web Design for bookkeeping and Financial Analysis|We are looking for an experienced web designer for a bookkeeping business that also provides financial analysis and insights to small and medium-sized businesses including: Limited partnerships, LLC, Corporations, Individuals, Investment holding companies, professional services (doctors, lawyers, real estate agents/companies), food and retail business, etc.  The objective of the website is to professionalize our company and help with growing and marketing our company and services to new clients.  We want to rise above our competition by providing a professional online experience and presence. Bench.co and ledgers online are similar websites but our website should be cleaner, and less busy with far less information.  The preferred candidate will have deep experience creating simple, and aesthetically appealing websites for potential clients to learn about our business.  We will provide all the necessary information but will require the successful candidate to create the website using our gsuite account.  While this is a project and not a full-time role, we will require several adjustments and enhancements as we migrate our existing and new client base to our website to upload documents via the website and communicate through the portal as well.     The ideal candidate will also be able to establish our company logo.||Less than 30 hrs/week|1 to 3 months|Intermediate|/Web Design Deliverables,Sketching,Landing Page,Prototyping,Mockup,Website,Style Guide/Web Design Skills,Web Development,Graphic Design/Business Size,Business with 1-9 Employees/Other,gsuites|$72.00||United States Southfield|5.00|https://www.upwork.com/jobs/~0152dd6e3e3aff8712
