freelancer_id|location|success_rate|badge|t_earnings|t_jobs|t_hours|hours_per_week|languages|profile_title|hourly_rate|skills|profile_link
1512|Toronto, Canada|98%|TOP RATED|$100K+|237|177|As Needed - Open to Offers|English: Native or Bilingual,French: Conversational|Trademark/Copyright registrations worldwide (Canada, US, UK, EU, etc)|$35.00/hr|/Industry,Art & Design,Tech & IT,Manufacturing & Construction,Real Estate,Sports & Recreation,Legal,Transportation & Warehousing,Retail & Consumer Goods,Food & Beverage,Media & Entertainment,Education,Health & Wellness,Fashion & Beauty/Intellectual Property Law Skills,Trademark,Intellectual Property Law/Other Skills,Privacy Policy Writing,Copyright Law,Terms & Conditions,Business Valuation,Licensing Agreement|https://www.upwork.com/freelancers/~01aaed6b724b7f38aa?s=1110580756957614080
327|London, United Kingdom|100%|TOP RATED||390|744|As Needed - Open to Offers|English: Native or Bilingual|Trade Mark Attorney|$50.00/hr|/Industry,Legal/Intellectual Property Law Skills,Trademark/Other Skills|https://www.upwork.com/fl/~019ce364f1cbab05dc?s=1110580756957614080
1804|Virginia Beach, United States|71%||$2K+|60|31|As Needed - Open to Offers|English: Native or Bilingual|Experienced FDA Regulatory Compliance Consultant - 510(k) Specialist|$185.00/hr|/International Law Skills,Compliance/Other Skills,Regulatory Compliance,Medical Device,Biotechnology Regulation,Drug Regulation,Government|https://www.upwork.com/freelancers/~01985288dd2a62bf03?s=1110580757217660928
1269|Blaine, United States|100%|TOP RATED||147|235|As Needed - Open to Offers|English: Fluent|Certified Information Privacy Professional (CIPP/US)|$75.00/hr|/International Law Skills,Compliance/Other Skills,Privacy Law,Contract Drafting,Nonprofit Organization,Real Estate,Business Services,Finance & Accounting,Education,Medical,Retail & Consumer Goods|https://www.upwork.com/fl/~0112c9b4a7d1bce87b?s=1110580757217660928
1263|Novi Sad, Serbia|100%|TOP RATED||29|700|More than 30 hrs/week|English: Fluent,Bosnian: Native or Bilingual,Croatian: Native or Bilingual,Serbian: Native or Bilingual|"Environmental Law and Policy Expert | ESG Consultant"|$30.00/hr|/International Law Skills,International Law,Compliance/Other Skills,Report Writing,Policy Analysis,Policy Writing,Internal Reporting,Legal Drafting,Environmental, Social & Corporate Governance,Environmental Law,Government Reporting Compliance,Legal Documentation,Legal Assistance,Sustainability,SEO Keyword Research,Blog Writing,SEO Content,Content Creation,Blog Content,Content Development,Content Editing,Communications,Stakeholder Management,Insurance & Risk Management,Process Improvement,Project Management,Agile Software Development|https://www.upwork.com/freelancers/~01ec09136b858c37af?s=1110580757217660928
1284|Washington, United States|97%|||181|720|As Needed - Open to Offers|English: Native or Bilingual|Former Criminal Prosecutor with Top Law Firm and Fed. Gov Experience|$100.00/hr|/Labor & Employment Law Skills,Employment Law/Other Skills|https://www.upwork.com/freelancers/~015f165ca20c878036?s=1110580757964247040
1463|Dallas, United States|100%|TOP RATED||168|568|As Needed - Open to Offers|English: Native or Bilingual,Spanish: Fluent|Attorney/Legal Writer/E-commerce|$85.00/hr|/Labor & Employment Law Skills,Employment Handbook,Equal Employment Opportunity Commission Standard,Employment Dispute,Department of Labor Standard,Employment Law/Other Skills,Contract Drafting,Litigation|https://www.upwork.com/freelancers/~014a3487a542f08eb0?s=1110580757964247040
352|Slatington, United States|100%||$10K+|63|327|Less than 30 hrs/week|English: Native or Bilingual|Seasoned Paralegal for legal research, writing, contracts and RE|$40.00/hr|/Paralegal Skills,Draft Documentation,Legal Research,Document Analysis/Other Skills|https://www.upwork.com/freelancers/~014efc784b57894a7d?s=1110580762229854208
1816|Sibulan, Philippines|72%|||28|883|As Needed - Open to Offers|English: Native or Bilingual,Tagalog: Native or Bilingual|"Paralegal | Legal Writer | Legal Researcher | Discovery Assistance"|$67.00/hr|/Paralegal Skills,File Documentation,Document Analysis,Legal Research,Draft Documentation/Other Skills,Legal Writing,Legal Consulting,Legal Documentation,Legal Electronic Data Exchange Standard,Legal Agreement,Legal Pleadings,Legal Drafting,Legal Assistance|https://www.upwork.com/freelancers/~01c3dba024ce81ed6a?s=1110580762229854208
1436|Calapan, Philippines|93%|TOP RATED||11|15|More than 30 hrs/week|English: Fluent,Tagalog: Native or Bilingual|Lawyer I 12+yrs Paralegal Exp I Contract Drafting I Research & Writing|$15.00/hr|/Paralegal Skills,Legal Research,Document Analysis,Draft Documentation/Other Skills,Legal Writing,Contract Drafting|https://www.upwork.com/fl/~01e3d4e14fe8452df2?s=1110580762229854208
1036|Dade City, United States|100%|TOP RATED PLUS|$20K+|245|692|As Needed - Open to Offers|English: Native or Bilingual|Knowledgeable in FDA and FTC law|$160.00/hr|/Other Skills,Product Registration,Research Protocols,EPA,Copywriting,Review,Chemistry,White Paper Writing,Company Policy,Scientific & Technical Services,Legal,Health & Fitness,Medical,Wholesale,Consumer Goods|https://www.upwork.com/fl/~01b0485050bfe94b1e?s=1110580764293451776
505|Richmond, United States|100%|TOP RATED||17|20|As Needed - Open to Offers|English: Native or Bilingual,Spanish: Basic|Regulatory Affairs Specialist in Health Care Industry|$80.00/hr|/Other Skills,Government,Medical|https://www.upwork.com/freelancers/~01c8b3ad2e5725b986?s=1110580764293451776
1044|Houston, United States|99%|TOP RATED PLUS|$800K+|348|3,413|As Needed - Open to Offers|English: Native or Bilingual,Russian: Native or Bilingual|Personal and Business Attorney|$185.00/hr|/Securities & Finance Law Skills,Stock Issuance,Financial Disclosure,SEC Regulation,Mergers & Acquisitions/American Bar Association State Licensing,State Bar of Texas/Other Skills,Legal|https://www.upwork.com/fl/~01a764bd4f3f0d1b50?s=1110580765056815104
1885|Melbourne, Australia|100%|TOP RATED||40|50|Less than 30 hrs/week|English: Native or Bilingual|"Law Partner | Corporate Legal Counsel | Crypto Assets & Blockchain"|$500.00/hr|/Securities & Finance Law Skills,Mergers & Acquisitions,Anti-Money Laundering,SEC Regulation,Financial Disclosure/Other Skills,Private Equity,Non-Disclosure Agreement,Legal Documentation,Legal Agreement,Litigation|https://www.upwork.com/fl/~01cf8c8d796053200a?s=1110580765056815104
1154|Luxembourg, Luxembourg|72%|||22|15|As Needed - Open to Offers|English: Fluent,French: Native or Bilingual,German: Basic|Attorney (Luxembourg / European Union)|$100.00/hr|/Securities & Finance Law Skills,Financial Disclosure,SEC Regulation,Mergers & Acquisitions,Stock Issuance/Other Skills,Finance & Accounting,Legal|https://www.upwork.com/freelancers/~015ad5531be7582a48?s=1110580765056815104
1286|Badalona, Spain|84%|||35|36|More than 30 hrs/week|English: Fluent,Catalan, Valencian: Native or Bilingual,Spanish: Native or Bilingual|Lawyer - Tax advisor|$50.00/hr|/Tax Law Type,Tax Law,Corporate Tax/Other Skills,Tax Return,Tax Strategy,Value-Added Tax,Accounting,Legal,Business Services,Tech & IT,Real Estate|https://www.upwork.com/freelancers/~01ef670354087c9a9a?s=1110580766155722752
1258|Rochester Hills, United States|91%|TOP RATED||211|261|As Needed - Open to Offers|English: Native or Bilingual,Portuguese: Conversational,German: Basic|Int'l & US Tax Problems, IRS Debt & Audit Relief, Corp. Structures|$245.00/hr|/Tax Law Type,Tax Law/Other Skills,Tax Return,International Law,Tax Code,Tax Preparation,Tax Law Compliance,Tax Planning & Advisory,Tax Strategy,Financial Planning,Investment Strategy,IRS Income Tax Audits,Wholesale,Legal,Finance & Accounting,Retail & Consumer Goods,Nonprofit Organization,Business Services,Tech & IT,Automotive|https://www.upwork.com/fl/~0164cbd4f43493766f?s=1110580766155722752
636|Erie, United States|93%||$300K+|92|354|As Needed - Open to Offers|English: Native or Bilingual|Brand Strategy & Communications|$200.00/hr|/Brand Strategy Deliverables,Mission Statement,Brand Strategy,Brand Positioning/Brand Strategy Skills,Brand Development,Corporate Branding/Other Skills|https://www.upwork.com/fl/~013ed049a3191b37a9?s=1044578476142100496
834|Long Beach, United States|99%|TOP RATED||126|230|More than 30 hrs/week|English: Native or Bilingual,French: Conversational|Brand Storytelling and Brand Strategy Development|$150.00/hr|/Brand Strategy Skills,Corporate Branding,Branding,Storytelling/Brand Strategy Deliverables,Brand Positioning,Brand Research,Competitive Analysis,Mission Statement/Other Skills|https://www.upwork.com/fl/~017405972bb23e12e0?s=1044578476142100496
1273|Los Angeles, United States|100%|TOP RATED||21|110|As Needed - Open to Offers|English: Native or Bilingual|A brand strategist with over 20 years of global experience|$250.00/hr|/Brand Strategy Skills,Branding,Corporate Branding,Storytelling,Brand Consulting/Brand Strategy Deliverables,Mission Statement,Brand Positioning,Brand Research,Competitive Analysis/Other Skills,Brand Marketing,Consumer Segmentation,Startup Consulting|https://www.upwork.com/fl/~017e10dce6b4ea503a?s=1044578476142100496
1182|Multan, Pakistan|100%|TOP RATED|$7K+|8|1,623|As Needed - Open to Offers|English: Fluent|"Amazon PPC Guru| Keyword Research & Ranking | AMS | Ads Optimization"|$9.99/hr|/Campaign Management Deliverables,Retargeting,Dynamic Ad Setup,Campaign Management,Product Catalog Setup & Optimization,Conversion Rate Optimization,Campaign Reporting,Budget Management,Campaign Optimization,Campaign Setup/Campaign Management Services,Product Marketing,Brand Marketing,Research & Strategy,PPC Campaign Setup & Management,Sales Promotion/Campaign Ad Type,Video Ad Campaign,Display Ad Campaign,Digital Ad Campaign,Product Ad Campaign/Other Skills|https://www.upwork.com/freelancers/~01e92f823a3df3a3a9?s=1110580749709856768
1440|Chittagong, Bangladesh|90%|||123|4,460|As Needed - Open to Offers|English: Fluent,Bengali: Native or Bilingual|PPC, Social & Native Ad Media Buying Expert for Affiliate & Ecom Offer|$25.00/hr|/Campaign Management Deliverables,Campaign Setup,Conversion Rate Optimization,Campaign Management,Retargeting,A/B Testing,Pixel Setup & Optimization,Campaign Optimization,Build Lookalike Audiences,Dynamic Ad Setup/Industry,Health & Wellness,Retail & Consumer Goods,Sports & Recreation,Fashion & Beauty,Engineering & Architecture,Media & Entertainment,Sales & Marketing,Tech & IT/Campaign Management Services,Affiliate Marketing,PPC Campaign Setup & Management,Search Engine Marketing,Social Media Management/Campaign Management Tools,Shopify,Google Search,Facebook Ads Manager,Google Ads,Google AdSense,Google Tag Manager,Google Analytics/Campaign Ad Type,Social Media Ad Campaign/Other Skills|https://www.upwork.com/freelancers/~01bb55613e62c23d96?s=1110580749709856768
1515|Istanbul, Turkey|100%|TOP RATED PLUS||78|10,429|More than 30 hrs/week|English: Fluent,Turkish: Native or Bilingual|Content Manager, Content Planning, SEO Keyword Research, On-page|$25.00/hr|/Industry,Government & Public Sector,Life Science,Waste Management & Remediation,Food & Beverage,Aerospace,HR & Business Services,Retail & Consumer Goods,Education,Health & Wellness,Sports & Recreation,Fashion & Beauty,Sales & Marketing,Media & Entertainment,Art & Design,Religious, Charitable & Nonprofit,Science & Medicine,Aviation,Military & Defense,Travel & Hospitality,Tech & IT,Real Estate,Finance & Accounting,Amusement & Gambling,Engineering & Architecture/Content Strategy Tools,Asana,Ahrefs,Adobe InDesign,WordPress,Google Analytics,Squarespace,Yoast SEO,Loom,Canva,Hotjar,BuzzSumo,Trello,Wrike,HubSpot/Content Strategy Services,Content Audit,Marketing Management,Research & Strategy,Search Engine Optimization,Content Planning,Content Distribution & Promotion,Market Research,Content Management,Content Creation,Content Guidelines,Content Strategy/Other Skills,Google Keyword Planner,SEMrush|https://www.upwork.com/fl/~017a03d151ba91e469?s=1110580750791987200
1842|Rockford, United States|96%|TOP RATED||153|2,393|More than 30 hrs/week|English: Native or Bilingual|Content Creation and Strategist Extraodinaire|$45.00/hr|/Content Strategy Tools,Canva,Wrike,Ahrefs,Asana,Google Analytics,WordPress,HubSpot,Squarespace,Yoast SEO,Trello/Content Strategy Services,Content Audit,Content Creation,Market Research,Content Management,Research & Strategy,Content Strategy,Content Planning,Content Guidelines,Search Engine Optimization,Marketing Management/Other Skills|https://www.upwork.com/freelancers/~012ce501e640f76b65?s=1110580750791987200
1781|Nairobi, Kenya|86%|||25|54|As Needed - Open to Offers|English: Native or Bilingual|B2B technology copywriter, SEO, and content editor|$30.00/hr|/Content Strategy Tools,WordPress/Content Strategy Services,Content Creation/Other Skills|https://www.upwork.com/freelancers/~0197a942d8dffda3be?s=1110580750791987200
439|Sagay City, Negros Occidental, Philippines|100%|TOP RATED|$3K+|9|10,587|As Needed - Open to Offers|English: Fluent|"Virtual Assistant | Customer Support | Advertising"|$10.00/hr|/Display Advertising Tools,Facebook Ads Manager/Other Skills,Instagram,TikTok Ad|https://www.upwork.com/freelancers/~01ddc4b66bdd4aef4a?s=1549040624867348480
828|Flushing, United States|76%|||11|348|More than 30 hrs/week|English: Native or Bilingual|Facebook Advertising Manager|$45.00/hr|/Display Advertising Services,Ad Type Recommendations,Retargeting,Digital Ad Campaign,Campaign Setup,Digital Marketing Management,Ad Concept,Ad Setup,Campaign Optimization,Campaign Management,Campaign Reporting/Display Advertising Tools,Facebook Ads Manager/Display Advertising Networks,Facebook Audience Network/Other Skills|https://www.upwork.com/freelancers/~014f13096eac0d6b0c?s=1549040624867348480
1343|Casablanca, Morocco|100%|||24|1,561|Less than 30 hrs/week|English: Fluent|Infrastructure Admin - Email Deliverability Consultant|$50.00/hr|/Email Marketing Services,Lead Generation/Email Marketing Tools,SendGrid/Other Skills,Mail Server Implementation,System Monitoring,Server Administration,Email Deliverability,Mail Merge|https://www.upwork.com/freelancers/~01f7f0ed83cc5f2ee3?s=1110580753946103808
487|Thornhill, Canada|100%|||173|9,115|As Needed - Open to Offers|English: Native or Bilingual|Email Marketing|$35.00/hr|/Email Marketing Services,Email Copywriting,Campaign Management,Copywriting/Other Skills|https://www.upwork.com/fl/~018e6411a9d9d96052?s=1110580753946103808
881|Lagos, Nigeria|79%|||49|488|As Needed - Open to Offers|English: Native or Bilingual,French: Conversational|"Email Copywriting Specialist || Subject Line and Email Copy Writer"|$25.00/hr|/Email Marketing Tools,GetResponse,ManyChat,HubSpot,AWeber,VerticalResponse,ActiveCampaign,Campaign Monitor,Mailchimp,Keap,Drip,Braze,MailerLite,Constant Contact,SendGrid,Marketo,Iterable,Sendinblue,Revinate,Bitrix24,Klaviyo/Email Marketing Services,Marketing Automation,Email Automation,Lead Generation,Campaign Management,Email Design,Email Campaign Setup,Email Copywriting,Audience Segmentation & Targeting,Lead Nurturing,Email Marketing Strategy,Email Template Development,Copywriting,Email Marketing,Marketing Analytics/Business Size,Business with 100-999 Employees,Business with 1000+ Employees,Business with 1-9 Employees,Business with 10-99 Employees/Industry,Travel & Hospitality,Transportation,Media & Entertainment,Education,Fashion & Beauty,Sports & Recreation,Art & Design,Religious, Charitable & Nonprofit,Retail & Consumer Goods,Health & Wellness,HR & Business Services,Manufacturing & Construction,Energy & Utilities,Food & Beverage,Science & Medicine,Amusement & Gambling,Legal,Real Estate,Sales & Marketing,Finance & Accounting,Tech & IT/Other Skills|https://www.upwork.com/fl/~01ac4fc69e5bae7e56?s=1110580753946103808
